RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
"1,468.00","15,681,843.00",Barbour,624.00,Germany,Female,35.00,0.00,"180,303.24",2.00,1.00,0.00,"163,587.90",0.00
"1,469.00","15,814,846.00",Ozerova,691.00,France,Male,52.00,3.00,0.00,1.00,1.00,0.00,"175,843.68",1.00
"1,470.00","15,670,374.00",Wright,819.00,Germany,Female,49.00,1.00,"120,656.86",4.00,0.00,0.00,"166,164.30",1.00
"1,471.00","15,762,332.00",Ulyanova,568.00,Germany,Female,31.00,1.00,"61,592.14",2.00,1.00,1.00,"61,796.64",0.00
"1,472.00","15,700,223.00",Steiner,806.00,France,Male,48.00,4.00,"164,701.68",1.00,1.00,1.00,"21,439.49",0.00
"1,473.00","15,729,956.00",Akabueze,726.00,Spain,Female,26.00,1.00,"80,780.16",1.00,1.00,1.00,"19,225.85",0.00
"1,474.00","15,594,862.00",Aleksandrova,552.00,France,Male,36.00,8.00,0.00,2.00,0.00,0.00,"132,547.02",0.00
"1,475.00","15,598,782.00",Pinto,755.00,Germany,Female,30.00,6.00,"154,221.37",2.00,0.00,1.00,"62,688.55",0.00
"1,476.00","15,745,080.00",Griffiths,634.00,France,Male,26.00,8.00,0.00,1.00,1.00,0.00,"21,760.96",0.00
"1,477.00","15,703,399.00",McNeil,756.00,France,Female,26.00,5.00,"101,641.14",2.00,0.00,1.00,"154,460.68",0.00
"1,478.00","15,732,175.00",Bruno,776.00,France,Male,37.00,2.00,0.00,1.00,0.00,1.00,"8,065.00",0.00
"1,479.00","15,630,725.00",Johnson,649.00,France,Female,45.00,5.00,"92,786.66",1.00,1.00,0.00,"173,365.90",1.00
"1,480.00","15,640,260.00",Okorie,595.00,Germany,Male,32.00,8.00,"131,081.66",2.00,1.00,1.00,"69,428.79",0.00
"1,481.00","15,716,822.00",Moen,646.00,France,Male,30.00,5.00,"98,014.74",1.00,1.00,1.00,"12,757.14",0.00
"1,482.00","15,583,748.00",McGuigan,592.00,Spain,Male,38.00,8.00,0.00,2.00,1.00,0.00,"180,426.20",0.00
"1,483.00","15,605,968.00",Fancher,574.00,France,Male,26.00,8.00,"97,460.10",1.00,1.00,1.00,"43,093.67",0.00
"1,484.00","15,790,683.00",Matthews,850.00,France,Male,36.00,1.00,"104,077.19",2.00,0.00,1.00,"68,594.00",0.00
"1,485.00","15,607,713.00",Kaeppel,850.00,Spain,Female,29.00,1.00,0.00,2.00,1.00,1.00,"197,996.65",0.00
"1,486.00","15,700,212.00",Shih,475.00,France,Female,46.00,10.00,0.00,2.00,0.00,0.00,"122,953.00",1.00
"1,487.00","15,626,710.00",Yudina,642.00,France,Female,39.00,4.00,0.00,1.00,1.00,1.00,"76,821.24",0.00
"1,488.00","15,716,491.00",Akabueze,710.00,Spain,Female,51.00,4.00,"93,656.95",1.00,0.00,1.00,"141,400.51",1.00
"1,489.00","15,625,824.00",Kornilova,596.00,Spain,Male,30.00,6.00,"121,345.88",4.00,1.00,0.00,"41,921.75",1.00
"1,490.00","15,617,705.00",Ozioma,609.00,France,Female,39.00,8.00,"141,675.23",1.00,0.00,1.00,"175,664.25",0.00
"1,491.00","15,761,976.00",Su,797.00,Spain,Female,31.00,8.00,0.00,2.00,1.00,0.00,"117,916.63",0.00
"1,492.00","15,634,891.00",Jamison,504.00,Germany,Female,43.00,7.00,"102,365.49",1.00,1.00,0.00,"194,690.77",1.00
"1,493.00","15,744,517.00",Esposito,735.00,Spain,Male,50.00,9.00,0.00,1.00,0.00,0.00,"166,677.35",1.00
"1,494.00","15,686,963.00",Hardiman,680.00,Spain,Female,30.00,3.00,0.00,1.00,1.00,0.00,"160,131.58",0.00
"1,495.00","15,808,189.00",Woodard,449.00,France,Male,52.00,6.00,0.00,2.00,0.00,1.00,"123,622.00",0.00
"1,496.00","15,580,845.00",Chienezie,685.00,Germany,Male,57.00,7.00,"101,868.51",1.00,0.00,1.00,"113,483.96",0.00
"1,497.00","15,799,156.00",Okwuadigbo,569.00,Spain,Male,38.00,8.00,0.00,2.00,0.00,0.00,"79,618.79",0.00
"1,498.00","15,694,296.00",Chineze,631.00,France,Male,35.00,9.00,"112,392.45",2.00,1.00,0.00,"24,472.23",0.00
"1,499.00","15,677,049.00",O'Brien,595.00,Germany,Female,25.00,7.00,"106,570.34",2.00,0.00,1.00,"177,025.79",0.00
"1,500.00","15,583,595.00",Tao,461.00,France,Female,28.00,8.00,0.00,1.00,1.00,1.00,"103,349.74",0.00
"1,501.00","15,590,146.00",Mao,630.00,France,Male,50.00,1.00,"81,947.76",1.00,0.00,1.00,"63,606.22",1.00
"1,502.00","15,801,548.00",Buckland,661.00,France,Female,31.00,7.00,"144,162.30",2.00,1.00,1.00,"14,490.79",0.00
"1,503.00","15,660,833.00",Flannery,796.00,Germany,Male,39.00,5.00,"86,350.87",2.00,0.00,0.00,"105,080.53",0.00
"1,504.00","15,762,277.00",Jamieson,710.00,France,Male,47.00,5.00,"158,623.14",1.00,0.00,0.00,"83,499.89",1.00
"1,505.00","15,791,302.00",Swift,741.00,France,Male,32.00,8.00,0.00,2.00,1.00,0.00,"143,598.70",0.00
"1,506.00","15,798,975.00",Doherty,606.00,Germany,Male,48.00,4.00,"132,403.56",1.00,0.00,0.00,"36,091.91",1.00
"1,507.00","15,599,956.00",Payne,747.00,France,Male,27.00,10.00,0.00,2.00,0.00,0.00,"13,007.89",0.00
"1,508.00","15,577,274.00",Genovese,549.00,Germany,Female,43.00,3.00,"134,985.66",1.00,1.00,0.00,"6,101.41",0.00
"1,509.00","15,701,200.00",Lucciano,576.00,France,Male,36.00,6.00,0.00,2.00,1.00,1.00,"48,314.00",0.00
"1,510.00","15,638,149.00",Rowley,528.00,France,Male,37.00,6.00,"103,772.45",1.00,1.00,0.00,"197,111.99",0.00
"1,511.00","15,786,199.00",Hsing,535.00,France,Male,33.00,2.00,"133,040.32",1.00,1.00,1.00,"110,299.78",0.00
"1,512.00","15,701,765.00",Vincent,575.00,Spain,Female,37.00,0.00,0.00,2.00,0.00,0.00,"30,114.32",0.00
"1,513.00","15,586,974.00",Pearce,656.00,France,Male,39.00,10.00,0.00,2.00,1.00,1.00,"98,894.64",0.00
"1,514.00","15,729,040.00",Lamb,440.00,France,Male,42.00,2.00,0.00,2.00,1.00,0.00,"49,826.68",0.00
"1,515.00","15,788,676.00",Riley,539.00,Spain,Male,38.00,8.00,"71,460.67",2.00,1.00,1.00,"10,074.05",0.00
"1,516.00","15,602,497.00",Honore,850.00,Spain,Male,39.00,6.00,"133,214.13",1.00,0.00,1.00,"20,769.88",0.00
"1,517.00","15,701,333.00",Blackburn,646.00,France,Female,37.00,7.00,"96,558.66",1.00,0.00,0.00,"163,427.18",0.00
"1,518.00","15,812,071.00",Endrizzi,744.00,France,Male,54.00,6.00,"93,806.31",2.00,0.00,1.00,"140,068.77",0.00
"1,519.00","15,634,375.00",Duncan,710.00,Spain,Female,36.00,8.00,0.00,2.00,0.00,0.00,"83,206.19",0.00
"1,520.00","15,738,267.00",Macarthur,544.00,France,Female,64.00,3.00,"124,043.80",1.00,1.00,1.00,"111,402.97",1.00
"1,521.00","15,786,800.00",Gould,723.00,Germany,Male,52.00,5.00,"131,694.97",1.00,0.00,1.00,"92,873.50",1.00
"1,522.00","15,591,130.00",Medvedev,507.00,Spain,Female,29.00,6.00,0.00,2.00,0.00,1.00,"94,780.90",0.00
"1,523.00","15,720,662.00",Sholes,787.00,France,Female,35.00,1.00,"106,266.80",1.00,1.00,1.00,"16,607.15",0.00
"1,524.00","15,751,531.00",Shaw,598.00,Spain,Male,41.00,8.00,0.00,2.00,1.00,1.00,"161,954.43",0.00
"1,525.00","15,653,595.00",Ts'ai,796.00,France,Male,51.00,6.00,0.00,2.00,0.00,1.00,"194,733.28",0.00
"1,526.00","15,568,360.00",Rolon,569.00,Spain,Female,41.00,4.00,"139,840.36",1.00,1.00,1.00,"163,524.70",0.00
"1,527.00","15,781,210.00",Reid,711.00,France,Male,34.00,8.00,0.00,2.00,0.00,0.00,"48,260.19",0.00
"1,528.00","15,668,058.00",Chinwendu,661.00,Germany,Male,35.00,8.00,"124,098.54",1.00,1.00,0.00,"86,678.48",0.00
"1,529.00","15,597,131.00",Fu,415.00,France,Male,32.00,5.00,"145,807.59",1.00,1.00,1.00,"3,064.65",0.00
"1,530.00","15,697,283.00",Mackenzie,578.00,Spain,Male,23.00,8.00,0.00,2.00,1.00,0.00,"112,124.98",0.00
"1,531.00","15,640,953.00",Bligh,611.00,France,Female,26.00,2.00,"107,508.93",2.00,1.00,1.00,"120,801.65",0.00
"1,532.00","15,715,031.00",Davidson,600.00,France,Female,28.00,6.00,0.00,2.00,0.00,1.00,"52,193.23",0.00
"1,533.00","15,589,660.00",Lamble,661.00,Germany,Female,32.00,1.00,"145,980.23",1.00,0.00,1.00,"56,636.28",0.00
"1,534.00","15,769,818.00",Moore,850.00,France,Female,37.00,3.00,"212,778.20",1.00,0.00,1.00,"69,372.88",0.00
"1,535.00","15,782,736.00",Jose,573.00,Germany,Female,47.00,4.00,"152,522.47",1.00,0.00,1.00,"164,038.07",1.00
"1,536.00","15,614,818.00",Trevisani,764.00,Spain,Female,33.00,9.00,"168,964.77",1.00,0.00,1.00,"118,982.51",0.00
"1,537.00","15,794,014.00",Schofield,838.00,France,Female,34.00,8.00,0.00,2.00,1.00,0.00,"27,472.07",0.00
"1,538.00","15,732,448.00",Stewart,821.00,France,Female,28.00,8.00,0.00,1.00,1.00,1.00,"36,754.13",0.00
"1,539.00","15,723,411.00",Jamieson,607.00,Spain,Female,36.00,4.00,"98,266.30",1.00,1.00,1.00,"46,416.36",0.00
"1,540.00","15,797,686.00",Howard,558.00,France,Male,38.00,8.00,"113,000.92",1.00,1.00,1.00,"152,872.39",0.00
"1,541.00","15,605,950.00",Onwuamaeze,530.00,Germany,Male,23.00,1.00,"137,060.88",2.00,1.00,1.00,"165,227.23",0.00
"1,542.00","15,812,497.00",D'Albertis,654.00,Germany,Male,37.00,5.00,"112,146.12",1.00,1.00,0.00,"75,927.35",0.00
"1,543.00","15,690,678.00",Brooks,530.00,France,Female,33.00,4.00,"129,307.32",1.00,1.00,1.00,"172,930.28",0.00
"1,544.00","15,747,677.00",Gordon,656.00,Spain,Male,69.00,6.00,"163,975.09",1.00,1.00,1.00,"36,108.50",0.00
"1,545.00","15,618,926.00",Nwachukwu,520.00,Spain,Male,43.00,7.00,0.00,2.00,1.00,1.00,"36,202.74",0.00
"1,546.00","15,673,908.00",Chinweike,602.00,Germany,Female,42.00,6.00,"158,414.85",1.00,1.00,1.00,"131,886.46",0.00
"1,547.00","15,727,944.00",Simpkinson,701.00,Germany,Female,48.00,1.00,"92,072.68",1.00,1.00,1.00,"133,992.36",0.00
"1,548.00","15,807,294.00",Walker,653.00,Spain,Female,30.00,2.00,"88,243.29",2.00,1.00,1.00,"96,658.26",0.00
"1,549.00","15,618,581.00",Diribe,668.00,Spain,Male,25.00,8.00,0.00,2.00,1.00,1.00,"135,112.09",0.00
"1,550.00","15,584,364.00",Trentini,652.00,France,Male,48.00,4.00,"59,486.31",1.00,1.00,0.00,"163,944.18",1.00
"1,551.00","15,599,552.00",Conway,639.00,Spain,Female,54.00,2.00,0.00,2.00,1.00,1.00,"53,843.71",0.00
"1,552.00","15,749,177.00",Maslow,730.00,Spain,Female,52.00,7.00,0.00,2.00,0.00,1.00,"122,398.84",0.00
"1,553.00","15,718,779.00",Clark,780.00,France,Male,34.00,1.00,0.00,1.00,1.00,1.00,"64,804.04",0.00
"1,554.00","15,568,106.00",L?,592.00,France,Female,38.00,8.00,"119,278.01",2.00,0.00,1.00,"19,370.73",0.00
"1,555.00","15,779,481.00",Swadling,628.00,France,Male,34.00,4.00,"158,741.43",2.00,1.00,1.00,"126,192.54",0.00
"1,556.00","15,709,994.00",Gallo,658.00,France,Female,40.00,7.00,"140,596.95",1.00,0.00,1.00,"135,459.02",1.00
"1,557.00","15,772,777.00",Onyemachukwu,850.00,Spain,Female,29.00,10.00,0.00,2.00,1.00,1.00,"94,815.04",0.00
"1,558.00","15,706,815.00",Samoylova,515.00,Germany,Male,37.00,2.00,"90,432.92",1.00,1.00,1.00,"188,366.04",1.00
"1,559.00","15,618,018.00",Dickson,571.00,France,Female,35.00,1.00,"104,783.81",2.00,0.00,1.00,"178,512.52",0.00
"1,560.00","15,671,032.00",He,760.00,Germany,Male,42.00,0.00,"77,992.97",2.00,1.00,1.00,"97,906.38",0.00
"1,561.00","15,634,281.00",P'an,720.00,Germany,Female,43.00,10.00,"110,822.90",1.00,0.00,0.00,"72,861.94",0.00
"1,562.00","15,766,374.00",Leak,632.00,Germany,Male,42.00,4.00,"119,624.60",2.00,1.00,1.00,"195,978.86",0.00
"1,563.00","15,600,991.00",Artemieva,694.00,Germany,Male,31.00,6.00,"109,052.59",2.00,1.00,1.00,"19,448.93",1.00
"1,564.00","15,777,576.00",Frost,559.00,Spain,Female,40.00,5.00,"139,129.44",1.00,0.00,1.00,"32,635.54",0.00
"1,565.00","15,742,613.00",Warner,773.00,Germany,Female,42.00,8.00,"152,324.66",2.00,1.00,0.00,"171,733.22",0.00
"1,566.00","15,649,523.00",Kennedy,581.00,France,Male,38.00,1.00,0.00,2.00,1.00,0.00,"46,176.22",0.00
"1,567.00","15,651,063.00",Ifeatu,524.00,Germany,Female,37.00,9.00,"127,480.58",2.00,1.00,0.00,"179,634.69",0.00
"1,568.00","15,683,124.00",Evans,713.00,France,Male,53.00,6.00,"115,029.40",1.00,0.00,0.00,"191,521.32",1.00
"1,569.00","15,618,314.00",Chu,676.00,France,Male,40.00,8.00,"114,005.78",1.00,1.00,1.00,"67,998.45",0.00
"1,570.00","15,670,823.00",Hsueh,651.00,Germany,Female,42.00,1.00,"116,646.76",1.00,1.00,0.00,"44,731.80",1.00
"1,571.00","15,607,133.00",Shih,717.00,Spain,Female,49.00,1.00,"110,864.38",2.00,1.00,1.00,"124,532.90",1.00
"1,572.00","15,615,012.00",Fan,594.00,France,Male,23.00,5.00,"156,267.59",1.00,1.00,0.00,"160,968.44",0.00
"1,573.00","15,725,141.00",Whiddon,716.00,France,Female,44.00,3.00,"109,528.28",1.00,1.00,0.00,"27,341.63",1.00
"1,574.00","15,623,560.00",Onyekachukwu,668.00,France,Female,35.00,6.00,"102,482.76",1.00,1.00,1.00,"53,994.64",0.00
"1,575.00","15,693,018.00",Ermakova,678.00,Germany,Male,23.00,10.00,"115,563.71",1.00,1.00,1.00,"91,633.53",0.00
"1,576.00","15,636,756.00",Marino,545.00,France,Male,23.00,2.00,0.00,2.00,1.00,0.00,"189,613.12",0.00
"1,577.00","15,647,474.00",Niu,613.00,France,Female,40.00,9.00,"95,624.36",2.00,1.00,1.00,"60,706.33",0.00
"1,578.00","15,576,714.00",Manna,687.00,Spain,Female,21.00,8.00,0.00,2.00,1.00,1.00,"154,767.34",0.00
"1,579.00","15,585,047.00",Onyemere,715.00,France,Male,28.00,7.00,"160,376.61",1.00,0.00,0.00,"196,853.11",0.00
"1,580.00","15,743,976.00",Archer,618.00,Germany,Male,41.00,8.00,"37,702.79",1.00,1.00,1.00,"195,775.48",0.00
"1,581.00","15,793,881.00",Mitchell,721.00,France,Female,35.00,6.00,"118,273.83",1.00,0.00,1.00,"3,086.89",0.00
"1,582.00","15,576,517.00",Everingham,445.00,Germany,Female,34.00,7.00,"131,082.17",2.00,1.00,1.00,"70,618.00",0.00
"1,583.00","15,631,072.00",Huie,690.00,France,Male,38.00,1.00,"94,456.00",2.00,0.00,1.00,"55,034.02",0.00
"1,584.00","15,730,394.00",Crowther,709.00,France,Female,43.00,8.00,0.00,2.00,0.00,0.00,"168,035.62",1.00
"1,585.00","15,631,460.00",Swift,671.00,Spain,Female,42.00,3.00,0.00,2.00,1.00,1.00,"128,449.33",0.00
"1,586.00","15,692,002.00",Skelton,538.00,France,Male,33.00,6.00,"93,791.38",1.00,1.00,1.00,"199,249.29",0.00
"1,587.00","15,595,282.00",White,735.00,France,Female,33.00,4.00,0.00,2.00,1.00,0.00,"149,474.69",0.00
"1,588.00","15,789,548.00",Giordano,592.00,France,Female,37.00,7.00,0.00,2.00,1.00,1.00,"126,726.33",0.00
"1,589.00","15,758,035.00",Bateson,747.00,France,Male,61.00,7.00,"155,973.13",1.00,0.00,1.00,"147,554.26",0.00
"1,590.00","15,617,518.00",Hu,675.00,Germany,Male,36.00,7.00,"89,409.95",1.00,1.00,1.00,"149,399.70",0.00
"1,591.00","15,651,802.00",Day,632.00,Spain,Female,39.00,5.00,"97,854.37",2.00,1.00,0.00,"93,536.38",0.00
"1,592.00","15,631,813.00",Beneventi,621.00,France,Male,39.00,6.00,0.00,2.00,1.00,1.00,"58,883.91",0.00
"1,593.00","15,729,668.00",Elizabeth,521.00,Spain,Male,29.00,3.00,"60,280.62",1.00,1.00,0.00,"154,271.41",0.00
"1,594.00","15,741,728.00",Atkins,591.00,Spain,Male,36.00,7.00,"135,216.80",1.00,1.00,1.00,"122,022.89",0.00
"1,595.00","15,576,676.00",Serrano,706.00,Germany,Female,28.00,6.00,"124,923.35",2.00,1.00,1.00,"50,299.14",0.00
"1,596.00","15,711,378.00",Willis,677.00,France,Male,38.00,4.00,0.00,2.00,1.00,0.00,"187,800.63",0.00
"1,597.00","15,765,520.00",Stevenson,769.00,Germany,Male,27.00,7.00,"188,614.07",1.00,1.00,0.00,"171,344.09",0.00
"1,598.00","15,656,726.00",Ch'ien,771.00,France,Male,32.00,5.00,"62,321.62",1.00,1.00,1.00,"40,920.59",0.00
"1,599.00","15,647,842.00",Cunningham,601.00,Germany,Female,48.00,8.00,"120,782.70",1.00,1.00,0.00,"63,940.68",1.00
"1,600.00","15,719,309.00",Stephens,670.00,France,Female,42.00,1.00,"115,961.58",2.00,0.00,1.00,"29,483.87",0.00
"1,601.00","15,748,718.00",Gordon,517.00,France,Male,28.00,2.00,"115,062.61",1.00,1.00,0.00,"179,056.23",0.00
"1,602.00","15,594,404.00",Bevan,834.00,France,Female,49.00,8.00,"160,602.25",2.00,1.00,0.00,"129,273.94",0.00
"1,603.00","15,751,158.00",Mashman,571.00,France,Female,42.00,4.00,"108,825.34",3.00,1.00,0.00,"55,558.51",1.00
"1,604.00","15,593,470.00",Tu,576.00,Germany,Female,36.00,8.00,"166,287.85",1.00,1.00,1.00,"23,305.85",0.00
"1,605.00","15,695,129.00",Milanesi,718.00,France,Female,31.00,1.00,"152,663.77",1.00,0.00,1.00,"17,128.64",0.00
"1,606.00","15,640,865.00",Romano,636.00,Germany,Female,31.00,9.00,"80,844.69",2.00,1.00,1.00,"74,641.90",0.00
"1,607.00","15,714,080.00",Goliwe,566.00,Germany,Female,40.00,2.00,"97,001.36",2.00,1.00,0.00,"154,486.01",0.00
"1,608.00","15,648,721.00",Hsueh,711.00,France,Male,64.00,4.00,0.00,2.00,1.00,1.00,"3,185.67",0.00
"1,609.00","15,801,466.00",Gray,574.00,France,Female,39.00,2.00,"122,524.61",2.00,1.00,0.00,"88,463.63",0.00
"1,610.00","15,750,248.00",Wright,619.00,France,Female,35.00,8.00,"132,292.63",1.00,1.00,0.00,"65,682.93",0.00
"1,611.00","15,758,726.00",Chiemeka,588.00,France,Female,24.00,0.00,0.00,2.00,1.00,1.00,"140,586.08",0.00
"1,612.00","15,781,553.00",Chung,760.00,Germany,Female,49.00,9.00,"91,502.99",1.00,1.00,0.00,"117,232.90",1.00
"1,613.00","15,649,121.00",Pinto,665.00,France,Male,52.00,3.00,0.00,1.00,1.00,0.00,"116,137.01",1.00
"1,614.00","15,674,811.00",Kellway,739.00,Germany,Male,29.00,3.00,"59,385.98",2.00,1.00,1.00,"105,533.96",0.00
"1,615.00","15,646,037.00",Sopuluchi,641.00,France,Male,77.00,9.00,0.00,3.00,1.00,1.00,"81,514.06",0.00
"1,616.00","15,722,578.00",Spitzer,685.00,Germany,Female,21.00,6.00,"97,956.50",1.00,1.00,1.00,"164,966.27",0.00
"1,617.00","15,665,695.00",Potter,594.00,France,Female,49.00,4.00,0.00,2.00,1.00,1.00,"23,631.55",0.00
"1,618.00","15,801,062.00",Matthews,557.00,Spain,Female,40.00,4.00,0.00,2.00,0.00,1.00,"105,433.53",0.00
"1,619.00","15,662,955.00",Nicholls,697.00,France,Male,27.00,8.00,"141,223.68",2.00,1.00,0.00,"90,591.15",0.00
"1,620.00","15,770,309.00",McDonald,656.00,France,Male,18.00,10.00,"151,762.74",1.00,0.00,1.00,"127,014.32",0.00
"1,621.00","15,657,386.00",Fiorentini,712.00,Germany,Male,43.00,1.00,"141,749.74",2.00,0.00,1.00,"90,905.26",0.00
"1,622.00","15,777,797.00",Kovalyova,689.00,Spain,Male,38.00,5.00,"75,075.14",1.00,1.00,1.00,"8,651.92",1.00
"1,623.00","15,783,955.00",Miah,697.00,France,Female,25.00,4.00,"165,686.11",2.00,1.00,0.00,"15,467.98",0.00
"1,624.00","15,804,516.00",Builder,589.00,France,Male,38.00,2.00,0.00,1.00,1.00,0.00,"79,915.28",0.00
"1,625.00","15,681,758.00",Baddeley,525.00,Spain,Female,25.00,10.00,0.00,2.00,1.00,0.00,"69,361.95",0.00
"1,626.00","15,630,321.00",Hu,680.00,France,Male,44.00,3.00,0.00,2.00,1.00,0.00,"86,935.08",0.00
"1,627.00","15,588,248.00",Hs?,617.00,France,Female,28.00,0.00,0.00,2.00,1.00,1.00,"7,597.83",1.00
"1,628.00","15,591,932.00",Ford,680.00,France,Male,32.00,5.00,"92,961.61",1.00,1.00,0.00,"116,957.60",0.00
"1,629.00","15,810,347.00",Todd,662.00,Spain,Female,30.00,9.00,0.00,2.00,0.00,1.00,"157,884.83",0.00
"1,630.00","15,595,303.00",Johnston,736.00,Germany,Male,46.00,5.00,"130,812.91",1.00,1.00,1.00,"77,981.54",1.00
"1,631.00","15,634,950.00",Obiajulu,657.00,Germany,Male,57.00,8.00,"107,174.58",1.00,1.00,1.00,"126,369.55",1.00
"1,632.00","15,685,372.00",Azubuike,350.00,Spain,Male,54.00,1.00,"152,677.48",1.00,1.00,1.00,"191,973.49",1.00
"1,633.00","15,745,827.00",Padovesi,617.00,France,Male,30.00,3.00,"132,005.77",1.00,1.00,0.00,"142,940.39",0.00
"1,634.00","15,755,868.00",Farmer,562.00,France,Male,35.00,7.00,0.00,1.00,0.00,0.00,"48,869.67",0.00
"1,635.00","15,735,222.00",Ignatieff,705.00,Spain,Female,23.00,5.00,0.00,2.00,1.00,1.00,"73,131.73",0.00
"1,636.00","15,604,804.00",Lu,516.00,France,Female,33.00,7.00,"127,305.50",1.00,1.00,1.00,"120,037.36",0.00
"1,637.00","15,718,944.00",Artemiev,573.00,France,Female,37.00,6.00,0.00,2.00,1.00,0.00,"193,995.37",0.00
"1,638.00","15,678,626.00",Okonkwo,538.00,Spain,Female,31.00,0.00,0.00,2.00,0.00,0.00,"179,453.66",0.00
"1,639.00","15,571,550.00",Dore,699.00,France,Male,39.00,9.00,0.00,1.00,1.00,0.00,"80,963.92",0.00
"1,640.00","15,723,053.00",T'ang,504.00,Germany,Male,32.00,8.00,"170,291.22",2.00,0.00,1.00,"15,658.99",0.00
"1,641.00","15,661,528.00",Ashbolt,583.00,Spain,Male,47.00,5.00,"102,562.23",1.00,1.00,0.00,"92,708.10",0.00
"1,642.00","15,754,177.00",Bazarova,712.00,Spain,Male,53.00,2.00,"111,061.01",2.00,0.00,0.00,"26,542.17",0.00
"1,643.00","15,683,544.00",Buccho,626.00,Spain,Male,62.00,3.00,0.00,1.00,1.00,1.00,"65,010.74",0.00
"1,644.00","15,708,048.00",Burn,631.00,France,Female,34.00,4.00,"124,379.14",1.00,1.00,0.00,"106,892.91",0.00
"1,645.00","15,701,109.00",Andreyev,663.00,France,Female,37.00,7.00,0.00,1.00,1.00,1.00,"185,210.63",0.00
"1,646.00","15,600,110.00",Endrizzi,506.00,Germany,Female,41.00,3.00,"57,745.76",1.00,1.00,0.00,"4,035.46",0.00
"1,647.00","15,651,533.00",Brown,570.00,Germany,Female,50.00,5.00,"129,293.74",1.00,1.00,0.00,"177,805.44",1.00
"1,648.00","15,777,904.00",Nock,703.00,France,Female,45.00,7.00,0.00,2.00,1.00,1.00,"68,831.72",0.00
"1,649.00","15,655,574.00",Okeke,698.00,Germany,Female,40.00,8.00,"150,777.10",1.00,1.00,0.00,"114,732.62",0.00
"1,650.00","15,569,423.00",Cunningham,731.00,Spain,Male,41.00,4.00,0.00,2.00,1.00,0.00,"22,299.27",0.00
"1,651.00","15,718,106.00",Kelley,625.00,France,Male,34.00,6.00,0.00,2.00,0.00,0.00,"197,283.20",0.00
"1,652.00","15,585,067.00",Wilson,634.00,Spain,Male,31.00,9.00,"108,632.48",1.00,1.00,1.00,"179,485.96",1.00
"1,653.00","15,675,501.00",Woods,616.00,France,Male,59.00,5.00,"153,861.10",1.00,1.00,1.00,"17,699.48",0.00
"1,654.00","15,633,233.00",McFarland,500.00,France,Male,56.00,1.00,"100,374.58",1.00,1.00,0.00,"118,490.80",1.00
"1,655.00","15,667,134.00",Cisneros,446.00,France,Male,32.00,8.00,0.00,2.00,0.00,0.00,"133,292.94",0.00
"1,656.00","15,659,105.00",Borchgrevink,669.00,France,Female,47.00,9.00,"61,196.54",1.00,1.00,0.00,"58,170.24",0.00
"1,657.00","15,575,409.00",Rozhkova,581.00,Germany,Male,31.00,6.00,"116,891.72",1.00,1.00,0.00,"107,137.30",0.00
"1,658.00","15,752,342.00",Bradley,704.00,Germany,Female,54.00,6.00,"133,656.91",3.00,1.00,0.00,"145,071.33",1.00
"1,659.00","15,654,851.00",Obialo,748.00,France,Male,44.00,2.00,"92,911.52",1.00,0.00,1.00,"85,495.24",0.00
"1,660.00","15,741,429.00",Hudson,680.00,Spain,Female,31.00,9.00,"119,825.75",2.00,1.00,1.00,"101,139.30",0.00
"1,661.00","15,682,356.00",Veltri,655.00,France,Female,37.00,7.00,"111,852.84",2.00,1.00,0.00,"10,511.13",0.00
"1,662.00","15,806,447.00",Mazzanti,690.00,Germany,Male,32.00,0.00,"106,683.52",2.00,1.00,1.00,"137,916.49",0.00
"1,663.00","15,800,229.00",Thorpe,695.00,Germany,Male,40.00,7.00,"139,022.24",1.00,0.00,1.00,"193,383.13",0.00
"1,664.00","15,663,441.00",Golibe,700.00,Germany,Female,40.00,4.00,"148,571.07",1.00,1.00,0.00,"189,826.96",1.00
"1,665.00","15,791,991.00",Udinesi,773.00,France,Male,52.00,4.00,0.00,1.00,0.00,1.00,"144,113.42",0.00
"1,666.00","15,775,082.00",Stewart,749.00,France,Male,42.00,1.00,"129,776.72",2.00,0.00,1.00,"143,538.51",0.00
"1,667.00","15,579,706.00",Curtis,611.00,France,Female,46.00,5.00,0.00,1.00,1.00,0.00,"77,677.14",1.00
"1,668.00","15,718,247.00",Hayden,606.00,Spain,Female,46.00,8.00,0.00,2.00,1.00,1.00,"183,717.94",0.00
"1,669.00","15,755,722.00",H?,554.00,France,Male,24.00,10.00,0.00,1.00,0.00,0.00,"92,180.62",0.00
"1,670.00","15,582,259.00",Campbell,567.00,France,Female,37.00,7.00,0.00,2.00,1.00,1.00,"28,690.90",0.00
"1,671.00","15,716,994.00",Green,559.00,Spain,Male,24.00,3.00,"114,739.92",1.00,1.00,0.00,"85,891.02",1.00
"1,672.00","15,586,880.00",P'eng,594.00,Germany,Male,41.00,2.00,"122,545.65",2.00,1.00,1.00,"42,050.24",0.00
"1,673.00","15,713,854.00",Cremonesi,513.00,France,Female,37.00,6.00,0.00,2.00,1.00,0.00,"110,142.34",0.00
"1,674.00","15,780,835.00",Liang,652.00,Germany,Female,26.00,1.00,"131,908.35",1.00,1.00,1.00,"179,269.79",0.00
